,0
GOLDBEES.NS,0.2937554217640044
HDFCBANK.NS,0.15402407628221484
ICICIBANK.NS,0.1760252221993279
INFY.NS,0.25833705828645503
NIFTYBEES.NS,0.11551829524101351
RELIANCE.NS,0.20008067275656158
TCS.NS,0.21170579808691806
Gold,0.2937554217640044
