Date,GOLDBEES.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,NIFTYBEES.NS,RELIANCE.NS,TCS.NS
2025-04-04,74.98999786376953,896.5316772460938,1325.07568359375,1409.92431640625,257.1600036621094,1199.9075927734375,3189.184326171875
2025-04-07,73.83000183105469,867.1289672851562,1277.6912841796875,1356.602294921875,249.10000610351562,1161.062744140625,3164.681396484375
2025-04-08,73.68000030517578,872.7777099609375,1289.9466552734375,1387.7310791015625,252.72000122070312,1177.4971923828125,3182.94970703125
2025-04-09,74.88999938964844,870.7303466796875,1290.83984375,1363.3524169921875,251.02999877929688,1180.6346435546875,3138.148193359375
2025-04-11,77.9000015258789,891.3269653320312,1301.606689453125,1368.9371337890625,255.97000122070312,1214.1009521484375,3123.552734375
2025-04-15,77.66000366210938,920.0142211914062,1339.8614501953125,1385.011474609375,260.8699951171875,1235.1668701171875,3139.69482421875
2025-04-16,79.2300033569336,926.4768676757812,1346.0140380859375,1372.482177734375,261.9100036621094,1234.3701171875,3164.439453125
2025-04-17,79.52999877929688,940.6354370117188,1395.9288330078125,1378.6983642578125,266.5400085449219,1269.4300537109375,3188.701171875
2025-04-21,81.06999969482422,950.6994018554688,1399.0052490234375,1409.29296875,269.70001220703125,1290.346435546875,3210.642822265625
2025-04-22,82.9000015258789,967.7686767578125,1405.6539306640625,1381.903564453125,270.04998779296875,1286.0635986328125,3203.68359375
2025-04-23,80.38999938964844,949.1207275390625,1413.493408203125,1432.5059814453125,271.82000732421875,1294.82861328125,3298.98974609375
2025-04-24,80.51000213623047,945.6181030273438,1391.95947265625,1429.1065673828125,270.95001220703125,1296.4222412109375,3287.970703125
2025-04-25,80.02999877929688,942.8554077148438,1394.04345703125,1437.653564453125,268.6300048828125,1295.22705078125,3332.820556640625
2025-04-28,79.05000305175781,947.29541015625,1417.8597412109375,1439.4989013671875,271.8999938964844,1363.35498046875,3328.470703125
2025-04-29,80.04000091552734,941.6714477539062,1418.85205078125,1454.456298828125,271.9100036621094,1394.1319580078125,3356.502197265625
2025-04-30,79.08999633789062,949.6633911132812,1416.073486328125,1456.9815673828125,271.989990234375,1399.410888671875,3338.330078125
2025-05-02,78.37999725341797,948.1341552734375,1419.149658203125,1463.586181640625,271.7699890136719,1414.152099609375,3316.388427734375
2025-05-05,79.58000183105469,955.4847412109375,1418.455078125,1465.2371826171875,274.3900146484375,1425.6063232421875,3338.909912109375
2025-05-06,82.12999725341797,952.9686889648438,1420.63818359375,1468.053955078125,272.6000061035156,1415.2476806640625,3344.419677734375
2025-05-07,81.27999877929688,959.8260498046875,1424.4091796875,1464.9459228515625,272.7900085449219,1400.4068603515625,3330.017333984375
2025-05-08,80.94000244140625,951.3900756835938,1424.5084228515625,1467.956787109375,271.0400085449219,1401.4029541015625,3333.690185546875
2025-05-09,80.80000305175781,932.248779296875,1378.2652587890625,1464.2659912109375,268.489990234375,1371.721435546875,3325.3779296875
2025-05-12,77.9800033569336,965.5487060546875,1437.4088134765625,1580.136962890625,278.94000244140625,1430.7855224609375,3499.46142578125
2025-05-13,79.06999969482422,948.4793701171875,1419.6458740234375,1523.5125732421875,275.6499938964844,1410.0682373046875,3397.58251953125
2025-05-14,78.58000183105469,942.5594482421875,1415.279541015625,1546.6285400390625,276.57000732421875,1418.7337646484375,3430.15673828125
2025-05-15,77.04000091552734,954.0047607421875,1439.6912841796875,1566.636474609375,280.1700134277344,1448.4151611328125,3460.314208984375
2025-05-16,77.77999877929688,954.44873046875,1442.86669921875,1544.200439453125,280.2099914550781,1450.6064453125,3442.335693359375
2025-05-19,78.31999969482422,956.4220581054688,1437.905029296875,1514.9656982421875,279.2099914550781,1435.0684814453125,3401.255615234375
2025-05-20,78.19000244140625,944.6807861328125,1427.1876220703125,1515.7425537109375,276.8900146484375,1418.932861328125,3381.440185546875
2025-05-21,79.5,950.5514526367188,1433.637939453125,1523.41552734375,277.54998779296875,1423.5145263671875,3408.021484375
2025-05-22,79.80999755859375,947.1474609375,1431.057861328125,1503.0191650390625,275.9100036621094,1403.79345703125,3360.851806640625
2025-05-23,79.51000213623047,953.9060668945312,1438.698974609375,1519.8218994140625,278.3699951171875,1421.124267578125,3397.19580078125
2025-05-26,79.7699966430664,957.1619873046875,1449.4161376953125,1535.070556640625,279.8900146484375,1429.0924072265625,3419.137451171875
2025-05-27,79.55999755859375,950.3047485351562,1435.324951171875,1524.969482421875,278.25,1416.44287109375,3381.826904296875
2025-05-28,80.05999755859375,948.9234008789062,1442.6683349609375,1526.6207275390625,277.69000244140625,1407.279541015625,3380.8603515625
2025-05-29,79.0999984741211,950.896728515625,1445.3475341796875,1540.02392578125,278.5400085449219,1412.1600341796875,3381.2470703125
2025-05-30,79.48999786376953,959.480712890625,1434.7296142578125,1539.1375732421875,277.9700012207031,1415.2476806640625,3347.7060546875
2025-06-02,80.5199966430664,953.166015625,1439.3935546875,1530.371826171875,277.6000061035156,1408.0762939453125,3334.560546875
2025-06-03,80.97000122070312,949.466064453125,1426.8900146484375,1519.734619140625,275.7699890136719,1399.908935546875,3291.4501953125
2025-06-04,81.30999755859375,957.6553344726562,1420.0428466796875,1527.8109130859375,276.4599914550781,1417.8372802734375,3297.0087890625
2025-06-05,81.7300033569336,961.79931640625,1443.66064453125,1530.8642578125,278.04998779296875,1436.662109375,3287.451904296875
2025-06-06,81.2300033569336,976.1552734375,1448.5230712890625,1540.2210693359375,280.5,1437.7576904296875,3300.226806640625
2025-06-09,80.4800033569336,976.2540283203125,1423.8138427734375,1549.183837890625,281.3500061035156,1443.0367431640625,3336.991455078125
2025-06-10,80.61000061035156,969.5447387695312,1412.0048828125,1571.935546875,281.3900146484375,1432.777587890625,3376.97412109375
2025-06-11,80.76000213623047,962.1940307617188,1420.0428466796875,1606.5062255859375,281.8699951171875,1443.13623046875,3385.750732421875
2025-06-12,81.38999938964844,958.74072265625,1414.2872314453125,1584.345458984375,278.95001220703125,1435.865234375,3348.986083984375
2025-06-13,83.12999725341797,946.0127563476562,1405.2569580078125,1577.844970703125,277.1000061035156,1422.2198486328125,3360.200927734375
2025-06-16,83.08999633789062,954.7940673828125,1415.9742431640625,1599.31640625,279.70001220703125,1432.0804443359375,3409.54541015625
2025-06-17,82.55999755859375,951.9327392578125,1412.302490234375,1615.173583984375,278.5899963378906,1425.506591796875,3428.073974609375
2025-06-18,82.79000091552734,954.0540771484375,1401.78369140625,1608.2791748046875,278.239990234375,1424.4110107421875,3365.75927734375
2025-06-19,82.79000091552734,954.7447509765625,1400.4937744140625,1593.997802734375,277.9100036621094,1427.598388671875,3339.039306640625
2025-06-20,82.2300033569336,969.2486572265625,1416.1727294921875,1598.429931640625,281.5,1460.367431640625,3350.448974609375
2025-06-23,82.66000366210938,961.2073974609375,1409.226318359375,1560.116455078125,280.8599853515625,1451.0048828125,3309.393798828125
2025-06-24,80.9800033569336,967.3740234375,1413.1956787109375,1557.7525634765625,281.42999267578125,1445.0286865234375,3306.27294921875
2025-06-25,81.11000061035156,976.8953247070312,1414.8826904296875,1590.550537109375,283.4100036621094,1461.463134765625,3359.3232421875
2025-06-26,81.12000274658203,997.4179077148438,1428.080810546875,1591.6339111328125,286.3900146484375,1489.3516845703125,3356.397705078125
2025-06-27,79.80999755859375,1004.9491577148438,1451.00390625,1583.7545166015625,287.9599914550781,1509.3717041015625,3355.71533203125
2025-06-30,79.98999786376953,998.2658081054688,1434.7296142578125,1577.6480712890625,286.510009765625,1494.630615234375,3376.096435546875
2025-07-01,81.05000305175781,1003.5526123046875,1421.03515625,1582.57275390625,286.8399963378906,1522.320068359375,3344.59814453125
2025-07-02,81.11000061035156,990.5350341796875,1416.867431640625,1586.2169189453125,285.7799987792969,1512.75830078125,3338.356689453125
2025-07-03,81.01000213623047,991.0836181640625,1414.98193359375,1594.293212890625,285.3900146484375,1511.76220703125,3316.4150390625
2025-07-04,80.88999938964844,992.1809692382812,1431.7525634765625,1615.96142578125,286.1099853515625,1521.2244873046875,3334.943603515625
2025-07-07,80.52999877929688,991.2332763671875,1424.706787109375,1602.4681396484375,286.07000732421875,1535.367919921875,3327.044677734375
2025-07-08,80.77999877929688,998.2159423828125,1430.9586181640625,1613.9915771484375,286.9100036621094,1531.4833984375,3321.680908203125
2025-07-09,80.02999877929688,1003.1036987304688,1420.93603515625,1609.0670166015625,286.5,1512.9573974609375,3299.8369140625
2025-07-10,80.70999908447266,1000.6099243164062,1413.1956787109375,1591.43701171875,285.1600036621094,1511.16455078125,3298.081298828125
2025-07-11,81.1500015258789,989.3878784179688,1411.0125732421875,1570.85205078125,283.1099853515625,1489.2520751953125,3184.959716796875
2025-07-14,81.87999725341797,989.0387573242188,1412.1041259765625,1546.623046875,282.7099914550781,1477.7977294921875,3142.734130859375
2025-07-15,81.66999816894531,995.2732543945312,1419.844482421875,1561.6922607421875,283.69000244140625,1479.4910888671875,3171.599853515625
2025-07-16,81.3499984741211,995.6722412109375,1415.4781494140625,1583.6561279296875,283.6400146484375,1479.690185546875,3163.576171875
2025-07-17,81.16000366210938,990.98388671875,1407.8370361328125,1559.6240234375,282.8299865722656,1470.52685546875,3140.18994140625
2025-07-18,81.7300033569336,976.2705078125,1414.8826904296875,1562.1846923828125,281.42999267578125,1470.12841796875,3121.304931640625
2025-07-21,82.12999725341797,997.7670288085938,1454.576416015625,1560.4119873046875,282.260009765625,1422.9169921875,3090.28662109375
2025-07-22,82.7699966430664,1001.058837890625,1462.316650390625,1547.2139892578125,282.07000732421875,1407.179931640625,3091.65673828125
2025-07-23,83.75,1009.6375122070312,1477.2017822265625,1550.7596435546875,283.5299987792969,1418.932861328125,3110.7373046875
2025-07-24,82.30000305175781,1004.5999755859375,1472.0416259765625,1529.0914306640625,282.1000061035156,1397.3192138671875,3080.30615234375
2025-07-25,82.0999984741211,1002.2999877929688,1465.789794921875,1492.84619140625,280.0299987792969,1386.1636962890625,3068.368408203125
2025-07-28,82.02999877929688,1004.25,1477.00341796875,1493.1417236328125,278.489990234375,1382.080078125,3013.083251953125
2025-07-29,81.91000366210938,1010.7999877929688,1474.8201904296875,1490.8763427734375,280.0899963378906,1411.4627685546875,2990.284423828125
2025-07-30,82.38999938964844,1012.9000244140625,1471.04931640625,1496.0965576171875,280.1300048828125,1404.4906005859375,2987.93603515625
2025-07-31,82.19999694824219,1009.0999755859375,1470.0570068359375,1486.247314453125,279.260009765625,1384.669677734375,2971.497314453125
2025-08-01,81.94999694824219,1006.0999755859375,1460.3319091796875,1447.4412841796875,277.3500061035156,1388.15576171875,2938.424072265625
2025-08-04,83.2300033569336,996.0,1451.9962158203125,1458.177001953125,278.8500061035156,1405.885009765625,3008.28857421875
2025-08-05,83.61000061035156,988.7999877929688,1433.3402099609375,1438.2816162109375,278.1400146484375,1386.1636962890625,2998.014404296875
2025-08-06,83.44000244140625,992.6500244140625,1432.54638671875,1415.037353515625,277.30999755859375,1387.259521484375,2967.093994140625
2025-08-07,83.94000244140625,997.7000122070312,1429.271728515625,1415.234375,277.2900085449219,1383.8729248046875,2981.47802734375
2025-08-08,84.36000061035156,986.9500122070312,1424.9053955078125,1401.6424560546875,275.1400146484375,1362.35888671875,2971.105712890625
2025-08-11,83.2300033569336,997.7999877929688,1425.5999755859375,1406.66552734375,277.2900085449219,1380.6856689453125,2975.411376953125
2025-08-12,82.9800033569336,984.9500122070312,1422.0,1402.62744140625,276.5400085449219,1374.9088134765625,2970.127197265625
2025-08-13,83.19000244140625,990.1500244140625,1420.800048828125,1405.0897216796875,278.0199890136719,1377.0999755859375,2970.91015625
2025-08-14,83.13999938964844,995.5499877929688,1427.300048828125,1425.8714599609375,278.2300109863281,1373.800048828125,2957.30908203125
2025-08-18,82.75,1001.7999877929688,1434.5999755859375,1414.1510009765625,281.07000732421875,1381.699951171875,2946.44775390625
2025-08-19,82.30999755859375,995.5499877929688,1436.300048828125,1418.2877197265625,281.9599914550781,1420.0999755859375,2951.34033203125
2025-08-20,82.08000183105469,994.0999755859375,1430.5999755859375,1473.6402587890625,282.5199890136719,1413.0,3031.96826171875
2025-08-21,82.55000305175781,995.5999755859375,1446.0,1473.8372802734375,283.05999755859375,1424.800048828125,3035.882568359375
2025-08-22,82.62000274658203,982.2999877929688,1436.4000244140625,1465.0714111328125,280.75,1409.199951171875,2988.327392578125
2025-08-25,83.5,982.0499877929688,1433.199951171875,1508.9989013671875,281.67999267578125,1412.5999755859375,3073.065185546875
2025-08-26,83.83000183105469,973.4000244140625,1416.5999755859375,1506.53662109375,279.04998779296875,1384.9000244140625,3089.308349609375
2025-08-28,84.41999816894531,957.7999877929688,1399.0999755859375,1477.4814453125,276.92999267578125,1385.9000244140625,3027.173583984375
2025-08-29,85.33999633789062,951.5999755859375,1397.800048828125,1447.4412841796875,276.05999755859375,1357.199951171875,3018.3671875
2025-09-01,86.61000061035156,950.5999755859375,1411.0,1476.7921142578125,278.17999267578125,1353.9000244140625,3045.667236328125
2025-09-02,86.61000061035156,944.5,1394.199951171875,1476.1025390625,277.67999267578125,1366.5,3044.5908203125
2025-09-03,87.87999725341797,954.4500122070312,1397.0,1456.798095703125,278.94000244140625,1372.5999755859375,3030.891845703125
2025-09-04,88.16000366210938,961.25,1405.5,1440.94091796875,279.32000732421875,1359.300048828125,3029.130859375
2025-09-05,88.6500015258789,963.4000244140625,1402.800048828125,1422.8182373046875,279.6000061035156,1375.0,2982.75
2025-09-08,89.9800033569336,966.0,1402.699951171875,1411.2947998046875,279.989990234375,1378.5,2954.080078125
2025-09-09,91.16999816894531,965.1500244140625,1403.699951171875,1481.6181640625,280.5400085449219,1376.199951171875,2983.826171875
2025-09-10,90.9000015258789,965.9000244140625,1403.9000244140625,1509.491455078125,281.8399963378906,1377.0,3043.123291015625
2025-09-11,90.62000274658203,967.7999877929688,1401.5999755859375,1486.9366455078125,282.5299987792969,1383.300048828125,3057.017822265625
2025-09-12,91.26000213623047,967.2999877929688,1417.699951171875,1502.596923828125,283.510009765625,1395.0,3066.02001953125
2025-09-15,90.91999816894531,967.0499877929688,1419.4000244140625,1485.6563720703125,283.1199951171875,1399.300048828125,3044.982177734375
2025-09-16,92.2699966430664,966.8499755859375,1421.5999755859375,1488.5126953125,284.8900146484375,1405.300048828125,3078.0556640625
2025-09-17,91.25,966.5,1419.199951171875,1499.4453125,285.9800109863281,1413.800048828125,3104.57275390625
2025-09-18,91.5999984741211,976.9000244140625,1421.699951171875,1517.370849609375,286.70001220703125,1415.0,3108.388916015625
2025-09-19,91.29000091552734,966.9000244140625,1402.199951171875,1516.976806640625,285.8999938964844,1407.4000244140625,3101.050048828125
2025-09-22,93.13999938964844,964.2000122070312,1401.5,1476.8905029296875,284.489990234375,1390.5999755859375,3007.70166015625
2025-09-23,95.12999725341797,957.2000122070312,1394.300048828125,1474.920654296875,284.3500061035156,1389.800048828125,2996.546630859375
2025-09-24,94.63999938964844,951.0499877929688,1382.699951171875,1472.0643310546875,282.8800048828125,1383.0,2970.127197265625
2025-09-25,94.43000030517578,949.8499755859375,1375.800048828125,1462.4122314453125,281.239990234375,1372.4000244140625,2893.804443359375
2025-09-26,94.22000122070312,945.0499877929688,1359.5999755859375,1427.053466796875,278.739990234375,1377.5999755859375,2836.758544921875
2025-09-29,95.9000015258789,950.2999877929688,1348.0999755859375,1420.060546875,278.5400085449219,1372.800048828125,2833.82275390625
2025-09-30,95.8499984741211,951.0,1348.0,1420.060546875,277.5199890136719,1364.0,2826.288330078125
2025-10-01,97.62999725341797,965.25,1372.0,1424.000244140625,280.510009765625,1368.699951171875,2851.53369140625
2025-10-03,97.06999969482422,965.1500244140625,1365.199951171875,1424.7880859375,281.1600036621094,1363.4000244140625,2839.498046875
2025-10-06,99.22000122070312,973.4500122070312,1363.4000244140625,1453.744873046875,283.07000732421875,1375.0,2924.137939453125
2025-10-07,99.66000366210938,982.5,1375.9000244140625,1436.5086669921875,283.4100036621094,1384.800048828125,2909.75390625
2025-10-08,101.69000244140625,978.7000122070312,1370.300048828125,1472.4583740234375,282.3800048828125,1367.4000244140625,2962.103515625
2025-10-09,101.47000122070312,977.0999755859375,1376.199951171875,1486.5428466796875,284.04998779296875,1377.800048828125,2995.86181640625
2025-10-10,100.66999816894531,980.9000244140625,1380.300048828125,1492.058349609375,285.5199890136719,1381.699951171875,2963.179931640625
2025-10-13,102.6500015258789,977.0,1379.4000244140625,1470.6854248046875,284.6400146484375,1375.0,2942.533935546875
2025-10-14,105.08999633789062,977.1500244140625,1384.0999755859375,1467.435302734375,283.69000244140625,1375.9000244140625,2896.642333984375
2025-10-15,105.29000091552734,978.25,1398.4000244140625,1452.1690673828125,286.07000732421875,1374.300048828125,2916.7763671875
2025-10-16,105.37000274658203,994.3499755859375,1417.300048828125,1449.312744140625,288.70001220703125,1398.300048828125,2917.66015625
2025-10-17,108.11000061035156,1002.5499877929688,1436.5999755859375,1419.37109375,290.1700134277344,1416.800048828125,2909.311767578125
2025-10-20,105.13999938964844,1002.9500122070312,1390.300048828125,1438.87255859375,291.8599853515625,1466.800048828125,2961.365478515625
2025-10-21,105.69000244140625,1007.7000122070312,1382.0,1450.19921875,291.8699951171875,1465.199951171875,2953.017333984375
2025-10-23,101.69999694824219,1008.7999877929688,1363.699951171875,1505.4532470703125,292.3900146484375,1448.4000244140625,3018.330078125
2025-10-24,,994.75,1377.699951171875,1502.4000244140625,,1451.5999755859375,3008.508544921875
2025-10-27,100.13999938964844,1002.9500122070312,1377.5999755859375,1504.5,293.3500061035156,1484.0999755859375,3029.821044921875
2025-10-28,96.83999633789062,1003.5499877929688,1363.0999755859375,1500.199951171875,293.1000061035156,1486.9000244140625,3003.30322265625
2025-10-29,99.94999694824219,1007.8499755859375,1370.4000244140625,1510.4000244140625,294.5,1504.199951171875,3003.0087890625
2025-10-30,99.68000030517578,998.1500244140625,1362.4000244140625,1493.800048828125,292.5799865722656,1488.5,2981.106689453125
2025-10-31,100.0199966430664,987.2999877929688,1345.300048828125,1482.300048828125,291.0799865722656,1486.4000244140625,3003.4013671875
2025-11-03,100.05000305175781,992.6500244140625,1346.4000244140625,1485.5,291.3500061035156,1484.699951171875,2962.93701171875
2025-11-04,99.80000305175781,985.25,1336.9000244140625,1467.9000244140625,289.5899963378906,1473.0999755859375,2936.81201171875
2025-11-06,100.06999969482422,984.6500244140625,1320.4000244140625,1466.699951171875,288.239990234375,1496.0999755859375,2957.142333984375
2025-11-07,99.94000244140625,982.2999877929688,1343.0,1476.800048828125,288.44000244140625,1478.0,2938.383544921875
2025-11-10,101.69999694824219,984.5,1348.0,1513.5,289.489990234375,1489.300048828125,2971.18701171875
2025-11-11,103.29000091552734,991.7000122070312,1358.300048828125,1530.300048828125,290.82000732421875,1493.4000244140625,2992.597900390625
2025-11-12,102.69000244140625,989.5,1358.9000244140625,1551.699951171875,292.7200012207031,1511.5,3075.8837890625
2025-11-13,105.37000274658203,986.6500244140625,1385.9000244140625,1541.800048828125,292.3900146484375,1510.9000244140625,3050.249755859375
2025-11-14,103.80999755859375,989.5999755859375,1373.0,1502.800048828125,292.8299865722656,1518.9000244140625,3050.54443359375
2025-11-17,101.94000244140625,996.5499877929688,1379.0,1507.5999755859375,293.9700012207031,1518.300048828125,3046.812255859375
2025-11-18,100.91000366210938,992.4500122070312,1373.4000244140625,1486.4000244140625,292.9700012207031,1519.4000244140625,3031.98193359375
2025-11-19,102.2300033569336,994.5999755859375,1383.0999755859375,1541.0999755859375,294.3699951171875,1518.9000244140625,3091.499755859375
2025-11-20,101.55000305175781,1008.8499755859375,1383.0,1536.5,295.6400146484375,1549.0999755859375,3088.65185546875
2025-11-21,102.0,998.0499877929688,1369.5,1545.0,294.32000732421875,1546.5999755859375,3094.34814453125
2025-11-24,102.2300033569336,999.1500244140625,1368.4000244140625,1548.0,293.29998779296875,1535.9000244140625,3085.115966796875
2025-11-25,103.45999908447266,989.7999877929688,1357.800048828125,1530.5999755859375,292.67999267578125,1539.699951171875,3063.5087890625
2025-11-26,104.18000030517578,1003.9000244140625,1375.0,1557.9000244140625,296.010009765625,1569.9000244140625,3106.428466796875
2025-11-27,104.11000061035156,1009.5,1392.199951171875,1566.4000244140625,296.4200134277344,1563.4000244140625,3080.59814453125
2025-11-28,104.62000274658203,1007.5999755859375,1388.800048828125,1560.0999755859375,296.489990234375,1567.5,3081.48193359375
2025-12-01,106.72000122070312,1002.0999755859375,1390.0999755859375,1564.0,296.1000061035156,1566.0999755859375,3077.455078125
2025-12-02,105.62999725341797,989.7999877929688,1373.0,1561.0,294.6600036621094,1546.300048828125,3079.714111328125
2025-12-03,106.51000213623047,1000.5,1391.5,1578.699951171875,293.79998779296875,1538.800048828125,3123.22314453125
2025-12-04,105.91999816894531,997.2000122070312,1386.699951171875,1597.5999755859375,294.3699951171875,1535.5999755859375,3171.544677734375
2025-12-05,106.88999938964844,1003.2999877929688,1392.5,1616.199951171875,296.010009765625,1540.5999755859375,3180.384033203125
2025-12-08,106.8499984741211,1003.0999755859375,1389.5999755859375,1610.800048828125,293.45001220703125,1543.0,3178.71435546875
2025-12-09,106.27999877929688,997.0999755859375,1375.199951171875,1599.0,292.3500061035156,1529.4000244140625,3151.01806640625
2025-12-10,106.2300033569336,989.7999877929688,1363.5999755859375,1584.800048828125,291.55999755859375,1536.9000244140625,3132.259033203125
2025-12-11,107.1500015258789,1000.2999877929688,1360.0,1598.0,292.92999267578125,1545.0,3134.91064453125
2025-12-12,109.61000061035156,1001.5,1366.0,1598.199951171875,294.69000244140625,1556.5,3163.0
2025-12-15,110.94999694824219,996.0999755859375,1365.199951171875,1606.800048828125,294.5400085449219,1556.199951171875,3172.52685546875
2025-12-16,109.55999755859375,994.2999877929688,1366.0,1592.9000244140625,292.6600036621094,1542.300048828125,3147.875244140625
2025-12-17,109.98999786376953,984.0,1352.4000244140625,1602.0,291.7099914550781,1544.4000244140625,3160.348388671875
2025-12-18,109.87999725341797,979.7000122070312,1356.800048828125,1626.800048828125,291.8399963378906,1544.4000244140625,3222.2236328125
2025-12-19,109.81999969482422,985.5,1354.0999755859375,1638.699951171875,293.4494934082031,1565.0999755859375,3223.402099609375
2025-12-22,111.38999938964844,987.7000122070312,1368.5,1689.5999755859375,295.69000244140625,1575.4000244140625,3265.5361328125
2025-12-23,113.0999984741211,996.5999755859375,1363.0,1668.300048828125,295.67999267578125,1570.699951171875,3250.902099609375
2025-12-24,113.20999908447266,997.2000122070312,1359.800048828125,1663.4000244140625,295.5,1558.199951171875,3259.741455078125
2025-12-26,114.30999755859375,992.0999755859375,1350.4000244140625,1656.0999755859375,294.4599914550781,1559.199951171875,3221.437744140625
2025-12-29,113.02999877929688,991.7000122070312,1343.300048828125,1644.699951171875,293.1499938964844,1545.5999755859375,3193.446533203125
2025-12-30,111.16999816894531,990.9000244140625,1342.5,1621.5999755859375,293.32000732421875,1539.800048828125,3188.83056640625
2025-12-31,110.11000061035156,991.2000122070312,1342.9000244140625,1615.4000244140625,295.30999755859375,1570.4000244140625,3148.955322265625
2026-01-01,110.5199966430664,991.1500244140625,1338.0,1629.800048828125,295.3299865722656,1575.5999755859375,3169.77685546875
2026-01-02,111.81999969482422,1001.5999755859375,1355.4000244140625,1640.4000244140625,297.54998779296875,1592.300048828125,3192.660888671875
2026-01-05,112.91999816894531,977.5,1371.5,1606.4000244140625,296.4100036621094,1578.0999755859375,3158.6787109375
2026-01-06,113.13999938964844,962.2000122070312,1411.199951171875,1612.199951171875,296.0199890136719,1507.5999755859375,3197.669921875
2026-01-07,112.91000366210938,949.0499877929688,1427.699951171875,1639.0,295.7200012207031,1504.199951171875,3236.75927734375
2026-01-08,112.29000091552734,946.7000122070312,1435.0,1613.300048828125,292.92999267578125,1470.5999755859375,3146.6962890625
2026-01-09,113.61000061035156,939.0,1404.300048828125,1614.0999755859375,290.5899963378906,1475.300048828125,3150.52685546875
2026-01-12,116.76000213623047,936.9500122070312,1413.0999755859375,1595.9000244140625,291.8699951171875,1483.199951171875,3181.75927734375
2026-01-13,116.37000274658203,937.3499755859375,1437.0,1599.0,291.1300048828125,1452.800048828125,3209.652099609375
2026-01-14,118.01000213623047,925.4500122070312,1418.4000244140625,1599.800048828125,290.6600036621094,1458.800048828125,3135.5
2026-01-15,118.01000213623047,925.4500122070312,1418.4000244140625,1599.800048828125,290.6600036621094,1458.800048828125,3135.5
2026-01-16,117.77999877929688,931.0999755859375,1410.800048828125,1689.800048828125,291.0400085449219,1457.9000244140625,3206.699951171875
2026-01-19,121.0999984741211,927.9000244140625,1380.5999755859375,1681.199951171875,289.6300048828125,1413.5999755859375,3163.60009765625
2026-01-20,125.86000061035156,931.2000122070312,1375.800048828125,1658.9000244140625,286.2799987792969,1394.0,3102.300048828125
2026-01-21,134.97000122070312,920.3499755859375,1349.0,1654.4000244140625,284.95001220703125,1404.5999755859375,3122.60009765625
2026-01-22,124.33999633789062,918.7000122070312,1345.5,1663.5,286.6099853515625,1402.5,3150.39990234375
2026-01-23,127.41999816894531,916.0999755859375,1343.4000244140625,1670.800048828125,283.9100036621094,1386.0999755859375,3162.5
2026-01-27,131.4499969482422,926.4000244140625,1361.4000244140625,1682.699951171875,285.2200012207031,1380.5,3158.0
2026-01-28,135.82000732421875,932.7000122070312,1367.699951171875,1666.5,286.6099853515625,1396.699951171875,3200.10009765625
2026-01-29,146.52999877929688,935.5,1383.5999755859375,1659.5,287.3699951171875,1391.0,3144.39990234375
2026-01-30,131.1199951171875,929.25,1355.0,1641.0,286.7300109863281,1395.4000244140625,3123.89990234375
