,0
GOLDBEES.NS,0.6643354683482237
HDFCBANK.NS,0.03245773861376197
ICICIBANK.NS,0.1020170368137621
INFY.NS,-0.21594683756782712
NIFTYBEES.NS,0.09694611361661884
RELIANCE.NS,0.15606870480552512
TCS.NS,-0.30772600169941944
Gold,0.6643354683482237
